state_rank,neet_rank,neet_roll_no,gender,category,PH,score
2658,151841,4205020125,Female,OBC-(NCL) As Per Central List,No,539
2659,151866,4208060236,Female,OBC-(NCL) As Per Central List,No,539
2660,151899,4214010282,Male,OBC-(NCL) As Per Central List,No,539
2661,151966,4201060279,Male,OBC-(NCL) As Per Central List,No,539
2662,151997,4221050311,Female,SC,No,539
2663,152040,4208010198,Male,OBC-(NCL) As Per Central List,No,539
2664,152060,4201011098,Male,General,No,539
2665,152101,4205010631,Female,OBC-(NCL) As Per Central List,No,539
2666,152122,4201020682,Female,General,No,539
2667,152142,4201320457,Female,ST,No,539
2668,152256,4221030108,Male,General,No,539
2669,152260,4207020146,Male,General,No,539
2670,152398,4206030122,Male,OBC-(NCL) As Per Central List,No,538
2671,152407,4204010496,Female,OBC-(NCL) As Per Central List,No,538
2672,152418,4209030268,Female,General,No,538
2673,152453,4201050364,Female,General,No,538
2674,152477,4201010220,Female,OBC-(NCL) As Per Central List,No,538
2675,152485,4219050004,Female,OBC-(NCL) As Per Central List,No,538
2676,152490,4201040680,Male,OBC-(NCL) As Per Central List,No,538
2677,152492,4204020408,Female,OBC-(NCL) As Per Central List,No,538
2678,152504,4222020469,Female,OBC-(NCL) As Per Central List,No,538
2679,152526,4201430296,Female,General,No,538
2680,152535,4221060085,Male,OBC-(NCL) As Per Central List,No,538
2681,152536,4208040010,Female,SC,No,538
2682,152578,4205080031,Male,ST,No,538
2683,152601,4208020916,Male,General,No,538
2684,152612,4201010106,Male,General,No,538
2685,152638,4204010673,Female,Gen-EWS,No,538
2686,152677,4203040196,Female,OBC-(NCL) As Per Central List,No,538
2687,152701,4220030150,Female,SC,No,538
2688,152749,4201470238,Female,General,No,538
2689,152785,4201420421,Female,SC,No,538
2690,152869,4201050743,Female,OBC-(NCL) As Per Central List,No,538
2691,152876,4222010133,Female,OBC-(NCL) As Per Central List,No,538
2692,152888,4205040250,Female,OBC-(NCL) As Per Central List,No,538
2693,152950,4205080309,Male,General,No,538
2694,152989,4201300374,Male,SC,No,538
2695,152998,4203030583,Female,OBC-(NCL) As Per Central List,No,538
2696,153036,4215020036,Female,SC,No,538
2697,153043,4201011209,Male,OBC-(NCL) As Per Central List,No,538
2698,153054,4201020111,Male,General,No,538
2699,153099,4202020195,Female,Gen-EWS,No,538
2700,153109,3112030472,Male,OBC-(NCL) As Per Central List,No,538
2701,153163,4219050335,Female,General,No,538
2702,153276,4221060105,Male,OBC-(NCL) As Per Central List,No,538
2703,153373,3112280028,Male,OBC-(NCL) As Per Central List,No,538
2704,153667,4205060417,Female,General,No,537
2705,153679,4201170290,Male,OBC-(NCL) As Per Central List,No,537
2706,153705,4201050323,Female,OBC-(NCL) As Per Central List,No,537
2707,153709,4219020115,Male,OBC-(NCL) As Per Central List,No,537
2708,153714,4202040208,Male,OBC-(NCL) As Per Central List,No,537
2709,153726,4219030086,Female,General,No,537
2710,153730,4201320226,Female,OBC-(NCL) As Per Central List,No,537
2711,153752,4201290003,Male,Gen-EWS,No,537
2712,153754,4203020541,Male,ST,No,537
2713,153760,4201410309,Female,OBC-(NCL) As Per Central List,No,537
2714,153835,4219090100,Male,SC,No,537
2715,153837,4201050341,Male,OBC-(NCL) As Per Central List,No,537
2716,153844,4201250316,Female,General,No,537
2717,153862,4219020071,Female,General,No,537
2718,153870,4207010795,Female,General,No,537
2719,153914,4221070096,Female,General,No,537
2720,153943,4203011103,Female,SC,No,537
2721,153944,4209020196,Female,OBC-(NCL) As Per Central List,No,537
2722,153947,4201070403,Male,SC,No,537
2723,153958,4201020970,Male,OBC-(NCL) As Per Central List,No,537
2724,153975,4204020264,Female,OBC-(NCL) As Per Central List,No,537
2725,154001,4208010453,Male,General,No,537
2726,154030,4219070107,Female,Gen-EWS,No,537
2727,154045,4219040193,Female,OBC-(NCL) As Per Central List,No,537
2728,154050,4208080140,Female,OBC-(NCL) As Per Central List,No,537
2729,154098,4201350130,Male,General,No,537
2730,154116,4201380127,Female,General,No,537
2731,154169,4208030591,Female,OBC-(NCL) As Per Central List,No,537
2732,154182,4201040223,Female,OBC-(NCL) As Per Central List,No,537
2733,154202,4208050402,Female,OBC-(NCL) As Per Central List,No,537
2734,154203,4206080103,Male,OBC-(NCL) As Per Central List,No,537
2735,154215,4202040480,Female,OBC-(NCL) As Per Central List,No,537
2736,154286,4208070423,Female,General,No,537
2737,154304,4201160106,Female,General,No,537
2738,154377,4202010078,Female,General,No,537
2739,154378,4205020162,Female,OBC-(NCL) As Per Central List,No,537
2740,154468,4202010142,Female,General,No,537
2741,154480,4201230075,Male,OBC-(NCL) As Per Central List,No,537
2742,154508,4208080269,Female,OBC-(NCL) As Per Central List,No,537
2743,154682,4209010303,Female,ST,No,537
2744,154824,4223030028,Male,OBC-(NCL) As Per Central List,No,537
2745,154849,1202030195,Female,OBC-(NCL) As Per Central List,No,537
2746,154917,4212040155,Male,SC,No,536
2747,154923,4201090260,Female,Gen-EWS,No,536
2748,154956,4205011049,Female,OBC-(NCL) As Per Central List,No,536
2749,154959,4219100111,Female,OBC-(NCL) As Per Central List,No,536
2750,154960,4203040126,Female,ST,No,536
2751,154964,4208030291,Male,OBC-(NCL) As Per Central List,No,536
2752,154988,4219040358,Female,OBC-(NCL) As Per Central List,No,536
2753,154992,4206040146,Female,Gen-EWS,No,536
2754,155009,4208030143,Female,OBC-(NCL) As Per Central List,No,536
2755,155011,4203010962,Female,SC,No,536
2756,155035,4221040025,Male,OBC-(NCL) As Per Central List,No,536
2757,155042,4208040401,Female,General,No,536
2758,155044,4221090151,Male,OBC-(NCL) As Per Central List,No,536
2759,155115,4208020034,Female,ST,No,536
2760,155134,4208020983,Female,General,No,536
2761,155219,4203030270,Female,OBC-(NCL) As Per Central List,No,536
2762,155220,4201070776,Male,General,No,536
2763,155267,4221100074,Female,OBC-(NCL) As Per Central List,No,536
2764,155310,4208010970,Female,OBC-(NCL) As Per Central List,No,536
2765,155331,4206060349,Male,ST,No,536
2766,155358,4208040489,Female,General,No,536
2767,155372,4211010084,Female,OBC-(NCL) As Per Central List,No,536
2768,155377,4201300582,Female,General,No,536
2769,155392,4208030676,Female,SC,No,536
2770,155404,4201010810,Female,General,No,536
2771,155468,4219060209,Male,General,No,536
2772,155480,4207010438,Female,OBC-(NCL) As Per Central List,No,536
2773,155482,4201290262,Female,OBC-(NCL) As Per Central List,No,536
2774,155524,4219100165,Female,Gen-EWS,No,536
2775,155667,4207010593,Female,Gen-EWS,No,536
2776,155786,4215020179,Female,General,No,536
2777,155851,4201480091,Female,OBC-(NCL) As Per Central List,No,536
2778,155905,4201190324,Female,OBC-(NCL) As Per Central List,No,536
2779,155908,4201420057,Male,OBC-(NCL) As Per Central List,No,536
2780,155991,4219050397,Female,Gen-EWS,No,536
2781,156012,4219090246,Female,OBC-(NCL) As Per Central List,No,536
2782,156026,4208021001,Male,OBC-(NCL) As Per Central List,No,536
2783,156243,4208030487,Male,OBC-(NCL) As Per Central List,No,535
2784,156272,4219050124,Female,OBC-(NCL) As Per Central List,No,535
2785,156279,4207030216,Female,General,No,535
2786,156289,4201220294,Female,OBC-(NCL) As Per Central List,No,535
2787,156290,4208030682,Male,OBC-(NCL) As Per Central List,No,535
2788,156294,4203040471,Female,OBC-(NCL) As Per Central List,No,535
2789,156295,4201300492,Female,OBC-(NCL) As Per Central List,No,535
2790,156306,4208010999,Male,OBC-(NCL) As Per Central List,No,535
2791,156348,4219060009,Male,SC,No,535
2792,156377,4219050129,Male,Gen-EWS,No,535
2793,156397,4209020156,Female,OBC-(NCL) As Per Central List,No,535
2794,156513,4217040161,Female,SC,No,535
2795,156531,4205030300,Female,OBC-(NCL) As Per Central List,No,535
2796,156539,4208020403,Female,OBC-(NCL) As Per Central List,No,535
2797,156567,4219040038,Female,Gen-EWS,No,535
2798,156632,4205030206,Female,SC,No,535
2799,156664,4201090161,Male,SC,No,535
2800,156685,4201350036,Male,General,No,535
2801,156714,4201200380,Male,SC,No,535
2802,156794,4201160360,Female,Gen-EWS,No,535
2803,156809,4201021141,Female,General,No,535
2804,156822,4219090191,Female,OBC-(NCL) As Per Central List,No,535
2805,156824,4223020041,Female,ST,No,535
2806,156825,4201020773,Female,OBC-(NCL) As Per Central List,No,535
2807,156854,4207020047,Female,OBC-(NCL) As Per Central List,No,535
2808,156983,4203030529,Female,ST,No,535
2809,157041,4201410278,Female,General,No,535
2810,157106,4204030131,Female,General,No,535
2811,157141,4201280536,Female,OBC-(NCL) As Per Central List,No,535
2812,157142,4220010188,Female,Gen-EWS,No,535
2813,157304,4217020270,Female,OBC-(NCL) As Per Central List,No,535
2814,157434,4201250317,Male,OBC-(NCL) As Per Central List,No,535
2815,157478,4207040231,Male,OBC-(NCL) As Per Central List,No,535
2816,157709,4201360134,Male,General,No,534
2817,157720,4201290111,Male,OBC-(NCL) As Per Central List,No,534
2818,157724,4201470303,Female,OBC-(NCL) As Per Central List,No,534
2819,157736,4208080156,Male,OBC-(NCL) As Per Central List,No,534
2820,157742,4221100130,Female,OBC-(NCL) As Per Central List,No,534
2821,157763,4201260170,Male,OBC-(NCL) As Per Central List,No,534
2822,157767,4205010013,Female,SC,No,534
2823,157770,4201160161,Female,Gen-EWS,No,534
2824,157788,4205020595,Female,SC,No,534
2825,157822,4201290697,Female,General,No,534
2826,157827,4207070011,Female,Gen-EWS,No,534
2827,157851,4201380301,Male,OBC-(NCL) As Per Central List,No,534
2828,157856,4201420056,Female,General,No,534
2829,157886,4219080131,Male,OBC-(NCL) As Per Central List,No,534
2830,157890,4201190018,Female,General,No,534
2831,157935,4201120148,Male,General,No,534
2832,157971,2001700439,Male,General,No,534
2833,158001,4201380071,Male,General,No,534
2834,158102,4201320500,Female,General,No,534
2835,158108,1205120065,Male,ST,No,534
2836,158114,4208090247,Female,OBC-(NCL) As Per Central List,No,534
2837,158121,4208040357,Female,ST,No,534
2838,158143,4204040131,Female,OBC-(NCL) As Per Central List,No,534
2839,158148,4203020154,Female,General,No,534
2840,158154,4201110145,Female,General,No,534
2841,158188,4201010205,Female,General,No,534
2842,158246,4208090118,Male,Gen-EWS,No,534
2843,158264,4201140243,Female,SC,No,534
2844,158361,4205020576,Female,Gen-EWS,No,534
2845,158368,4202010298,Female,OBC-(NCL) As Per Central List,No,534
2846,158396,4208020422,Female,OBC-(NCL) As Per Central List,No,534
2847,158410,4212020092,Female,General,No,534
2848,158417,4206040213,Female,SC,No,534
2849,158631,4201480013,Male,General,No,534
2850,158702,4201030019,Female,General,No,534
2851,158872,4203011001,Male,OBC-(NCL) As Per Central List,No,534
2852,158963,4219020093,Male,OBC-(NCL) As Per Central List,No,533
2853,158979,4204010681,Male,SC,No,533
2854,158983,4219050107,Male,OBC-(NCL) As Per Central List,No,533
2855,158997,4221020399,Female,OBC-(NCL) As Per Central List,No,533
2856,159019,4203040109,Male,ST,No,533
2857,159032,4202020694,Female,Gen-EWS,No,533
2858,159075,4202030440,Male,SC,No,533
2859,159083,4219070140,Female,SC,No,533
2860,159097,4221090197,Female,OBC-(NCL) As Per Central List,No,533
2861,159103,4201390043,Female,Gen-EWS,No,533
2862,159116,4201270067,Male,OBC-(NCL) As Per Central List,No,533
2863,159148,4201160112,Female,General,No,533
2864,159158,4219050192,Female,OBC-(NCL) As Per Central List,No,533
2865,159193,4220020261,Male,OBC-(NCL) As Per Central List,No,533
2866,159197,4202050326,Female,OBC-(NCL) As Per Central List,No,533
2867,159223,4223030217,Male,OBC-(NCL) As Per Central List,No,533
2868,159229,4205050334,Male,OBC-(NCL) As Per Central List,No,533
2869,159270,4201160094,Female,OBC-(NCL) As Per Central List,No,533
2870,159324,4209020306,Female,OBC-(NCL) As Per Central List,No,533
2871,159342,4219040098,Male,Gen-EWS,No,533
2872,159467,4209010477,Female,General,No,533
2873,159491,4205080173,Female,OBC-(NCL) As Per Central List,No,533
2874,159500,4205050491,Female,OBC-(NCL) As Per Central List,No,533
2875,159510,4219010628,Female,ST,No,533
2876,159527,4216010552,Female,ST,No,533
2877,159555,4201120460,Female,General,No,533
2878,159576,4212010065,Female,General,No,533
2879,159642,4208040363,Male,OBC-(NCL) As Per Central List,No,533
2880,159647,4204020072,Female,SC,No,533
2881,159664,4201390335,Female,General,No,533
2882,159682,4201290433,Female,OBC-(NCL) As Per Central List,No,533
2883,159685,4202050007,Male,General,No,533
2884,159753,4208090305,Male,OBC-(NCL) As Per Central List,No,533
2885,159835,4208010859,Female,ST,No,533
2886,160273,4222010518,Female,ST,No,532
2887,160280,4201120538,Female,OBC-(NCL) As Per Central List,No,532
2888,160282,4212010110,Female,Gen-EWS,No,532
2889,160294,4201300052,Male,OBC-(NCL) As Per Central List,No,532
2890,160302,4201220241,Female,SC,No,532
2891,160307,4208050067,Female,OBC-(NCL) As Per Central List,No,532
2892,160336,4201220240,Female,General,No,532
2893,160337,4201050115,Female,General,No,532
2894,160357,4207010689,Female,General,No,532
2895,160362,4201280636,Female,OBC-(NCL) As Per Central List,No,532
2896,160374,4209010599,Female,OBC-(NCL) As Per Central List,No,532
2897,160377,4201130292,Male,Gen-EWS,No,532
2898,160383,4219010366,Male,ST,No,532
2899,160403,4201031121,Female,General,No,532
2900,160406,4201200079,Female,General,No,532
2901,160420,4204010576,Male,OBC-(NCL) As Per Central List,No,532
2902,160431,4201180448,Female,OBC-(NCL) As Per Central List,No,532
2903,160432,4201370390,Female,General,No,532
2904,160436,4201430115,Female,SC,No,532
2905,160438,4208060437,Female,OBC-(NCL) As Per Central List,No,532
2906,160443,4209030415,Male,OBC-(NCL) As Per Central List,No,532
2907,160444,4219070005,Female,OBC-(NCL) As Per Central List,No,532
2908,160453,4208030274,Male,ST,No,532
2909,160467,4208040180,Female,OBC-(NCL) As Per Central List,No,532
2910,160477,4201010270,Female,General,No,532
2911,160487,4201030329,Female,OBC-(NCL) As Per Central List,No,532
2912,160538,4201260150,Male,General,No,532
2913,160546,4201070534,Female,OBC-(NCL) As Per Central List,No,532
2914,160555,4217040154,Female,OBC-(NCL) As Per Central List,No,532
2915,160656,4201030544,Female,OBC-(NCL) As Per Central List,No,532
2916,160657,4201050339,Female,General,No,532
2917,160686,4204020170,Male,OBC-(NCL) As Per Central List,No,532
2918,160696,4223010491,Female,OBC-(NCL) As Per Central List,No,532
2919,160789,4219060236,Male,OBC-(NCL) As Per Central List,No,532
2920,160791,4204040323,Male,ST,No,532
2921,160854,4220030215,Female,Gen-EWS,No,532
2922,160938,4201200452,Male,OBC-(NCL) As Per Central List,No,532
2923,160982,4219060122,Female,General,No,532
2924,160992,4206010567,Male,ST,No,532
2925,161021,4208010061,Female,ST,No,532
2926,161037,4206030216,Male,Gen-EWS,No,532
2927,161086,4219070096,Female,OBC-(NCL) As Per Central List,No,532
2928,161094,4202020547,Female,OBC-(NCL) As Per Central List,No,532
2929,161105,4201030331,Male,SC,No,532
2930,161110,4208100122,Female,OBC-(NCL) As Per Central List,No,532
2931,161141,4201010046,Female,General,No,532
2932,161175,4219030373,Female,General,No,532
2933,161437,4220020311,Male,General,No,532
2934,161662,4201170080,Female,OBC-(NCL) As Per Central List,No,531
2935,161674,4208070435,Female,ST,No,531
2936,161675,4206030051,Male,SC,No,531
2937,161677,4201410158,Female,SC,No,531
2938,161696,4208010503,Female,OBC-(NCL) As Per Central List,No,531
2939,161699,4217030021,Male,OBC-(NCL) As Per Central List,No,531
2940,161701,4204010353,Female,OBC-(NCL) As Per Central List,No,531
2941,161734,4206010445,Male,OBC-(NCL) As Per Central List,No,531
2942,161741,4201420037,Male,General,No,531
2943,161756,4206030376,Male,Gen-EWS,No,531
2944,161771,4213010326,Male,SC,No,531
2945,161772,4217010213,Female,OBC-(NCL) As Per Central List,No,531
2946,161781,1205220227,Male,Gen-EWS,No,531
2947,161829,4221040190,Male,General,No,531
2948,161838,4201120282,Female,OBC-(NCL) As Per Central List,No,531
2949,161866,4201011295,Male,SC,No,531
2950,161871,4201210129,Male,General,No,531
2951,161934,4215010466,Female,General,No,531
2952,161974,4220040040,Male,ST,No,531
2953,162015,4201300609,Female,General,No,531
2954,162032,4207060371,Male,OBC-(NCL) As Per Central List,No,531
2955,162136,4202020276,Female,General,No,531
2956,162173,4201040036,Female,General,No,531
2957,162293,4223010418,Female,OBC-(NCL) As Per Central List,No,531
2958,162299,4204020009,Female,General,No,531
2959,162309,4201270869,Female,SC,No,531
2960,162374,4201170479,Male,OBC-(NCL) As Per Central List,No,531
2961,162377,4220070119,Female,SC,No,531
2962,162390,4208010305,Male,OBC-(NCL) As Per Central List,No,531
2963,162747,4212010248,Female,OBC-(NCL) As Per Central List,No,531
2964,162891,4201070564,Female,General,No,530
2965,162902,4208030623,Male,ST,No,530
2966,162912,4209030452,Female,General,No,530
2967,162926,4208030115,Female,ST,No,530
2968,162928,4201020776,Male,General,No,530
2969,162931,4201300240,Male,OBC-(NCL) As Per Central List,No,530
2970,162936,4201360245,Female,General,No,530
2971,162984,4201310106,Female,OBC-(NCL) As Per Central List,No,530
2972,162988,4201100092,Female,General,No,530
2973,162994,4224020155,Female,Gen-EWS,No,530
2974,163009,4201310311,Female,OBC-(NCL) As Per Central List,No,530
2975,163046,4205040215,Female,SC,No,530
2976,163060,4204010806,Female,Gen-EWS,No,530
2977,163063,4219060254,Male,Gen-EWS,No,530
2978,163105,4202040198,Female,Gen-EWS,No,530
2979,163130,4201020793,Male,General,No,530
2980,163146,4202030620,Female,General,No,530
2981,163147,4201370363,Male,OBC-(NCL) As Per Central List,No,530
2982,163155,4206030167,Female,Gen-EWS,No,530
2983,163157,4201100474,Female,ST,No,530
2984,163160,4201150398,Female,General,No,530
2985,163161,4201280129,Male,OBC-(NCL) As Per Central List,No,530
2986,163252,4201080325,Female,OBC-(NCL) As Per Central List,No,530
2987,163305,4212030083,Female,OBC-(NCL) As Per Central List,No,530
2988,163307,4208050003,Female,OBC-(NCL) As Per Central List,No,530
2989,163308,4201010557,Female,General,No,530
2990,163429,4206050258,Female,OBC-(NCL) As Per Central List,No,530
2991,163457,4201080185,Male,General,No,530
2992,163473,4201310571,Male,OBC-(NCL) As Per Central List,No,530
2993,163485,4208070336,Female,OBC-(NCL) As Per Central List,No,530
2994,163522,4205030052,Female,OBC-(NCL) As Per Central List,No,530
2995,163536,4201370150,Male,General,No,530
2996,163570,4219030349,Female,OBC-(NCL) As Per Central List,No,530
2997,163620,4219070016,Male,OBC-(NCL) As Per Central List,No,530
2998,163710,4206020316,Female,OBC-(NCL) As Per Central List,No,530
2999,163911,4201190381,Male,OBC-(NCL) As Per Central List,No,530
3000,164044,4201280709,Male,OBC-(NCL) As Per Central List,No,530
3001,164320,4201400151,Female,General,No,529
3002,164354,4201050169,Female,OBC-(NCL) As Per Central List,No,529
3003,164364,4201340133,Male,OBC-(NCL) As Per Central List,No,529
3004,164374,4206020016,Male,SC,No,529
3005,164377,4204030005,Female,OBC-(NCL) As Per Central List,No,529
3006,164455,4201270765,Male,OBC-(NCL) As Per Central List,No,529
3007,164496,4219040117,Female,OBC-(NCL) As Per Central List,No,529
3008,164510,4201020596,Female,General,No,529
3009,164511,4208080349,Female,OBC-(NCL) As Per Central List,No,529
3010,164540,4217040179,Female,OBC-(NCL) As Per Central List,No,529
3011,164544,4219010198,Male,OBC-(NCL) As Per Central List,No,529
3012,164560,3115010366,Male,General,No,529
3013,164599,4208040206,Female,OBC-(NCL) As Per Central List,No,529
3014,164611,4201270790,Male,Gen-EWS,No,529
3015,164636,4207050033,Female,OBC-(NCL) As Per Central List,No,529
3016,164642,4201160341,Male,SC,No,529
3017,164672,4207070187,Female,OBC-(NCL) As Per Central List,No,529
3018,164686,4206070067,Female,General,No,529
3019,164699,4203020349,Female,OBC-(NCL) As Per Central List,No,529
3020,164761,4212010081,Female,SC,No,529
3021,164804,4203010552,Female,OBC-(NCL) As Per Central List,No,529
3022,164807,4208060353,Male,ST,No,529
3023,164866,4201040019,Male,General,No,529
3024,164909,4204010743,Female,OBC-(NCL) As Per Central List,No,529
3025,164929,4201170478,Female,Gen-EWS,No,529
3026,164983,4201140102,Male,General,No,529
3027,165004,4202030448,Female,General,No,529
3028,165104,4208010569,Male,OBC-(NCL) As Per Central List,No,529
3029,165172,4201310016,Female,General,No,529
3030,165183,4205050074,Female,OBC-(NCL) As Per Central List,No,529
3031,165571,4207030363,Female,OBC-(NCL) As Per Central List,No,528
3032,165572,4212010224,Female,Gen-EWS,No,528
3033,165576,4202010101,Female,OBC-(NCL) As Per Central List,No,528
3034,165607,4205060534,Female,OBC-(NCL) As Per Central List,No,528
3035,165636,4202030323,Male,OBC-(NCL) As Per Central List,No,528
3036,165642,4219020456,Female,General,No,528
3037,165644,4205080206,Female,OBC-(NCL) As Per Central List,No,528
3038,165650,4206020292,Female,General,No,528
3039,165656,4201410242,Female,Gen-EWS,No,528
3040,165695,4201390228,Female,General,No,528
3041,165696,4201150135,Male,General,No,528
3042,165740,4201320443,Male,Gen-EWS,No,528
3043,165755,4205040458,Female,OBC-(NCL) As Per Central List,No,528
3044,165774,4219060166,Female,OBC-(NCL) As Per Central List,No,528
3045,165780,4208040419,Female,General,No,528
3046,165793,4208100011,Female,SC,No,528
3047,165810,4205020496,Female,OBC-(NCL) As Per Central List,No,528
3048,165814,4205010040,Female,OBC-(NCL) As Per Central List,No,528
3049,165827,4205030071,Female,General,No,528
3050,165828,4201020181,Female,ST,No,528
3051,165862,4220060032,Female,Gen-EWS,No,528
3052,165897,4219070053,Female,OBC-(NCL) As Per Central List,No,528
3053,165903,4206020077,Female,Gen-EWS,No,528
3054,165904,3905160405,Female,Gen-EWS,No,528
3055,165917,4207010003,Female,OBC-(NCL) As Per Central List,No,528
3056,165951,4220010321,Female,General,No,528
3057,165981,4201080187,Female,OBC-(NCL) As Per Central List,No,528
3058,166002,4201090191,Male,OBC-(NCL) As Per Central List,No,528
3059,166049,4201080387,Male,OBC-(NCL) As Per Central List,No,528
3060,166054,4201050301,Female,General,No,528
3061,166079,4201270440,Female,Gen-EWS,No,528
3062,166143,4201060239,Female,OBC-(NCL) As Per Central List,No,528
3063,166169,4205010248,Male,OBC-(NCL) As Per Central List,No,528
3064,166195,4201480117,Female,General,No,528
3065,166207,4208060375,Female,OBC-(NCL) As Per Central List,No,528
3066,166210,4207010004,Male,General,No,528
3067,166288,4208020242,Male,OBC-(NCL) As Per Central List,No,528
3068,166295,4217020109,Female,OBC-(NCL) As Per Central List,No,528
3069,166458,4201020534,Female,General,No,528
3070,166546,4204040135,Male,OBC-(NCL) As Per Central List,No,528
3071,166782,4208010323,Male,SC,No,528
3072,166845,4201100543,Male,ST,No,527
3073,166869,4212040087,Male,OBC-(NCL) As Per Central List,No,527
3074,166878,4204010403,Male,Gen-EWS,No,527
3075,166901,4201110468,Male,Gen-EWS,No,527
3076,166908,4212040163,Male,SC,No,527
3077,166909,4208020378,Male,Gen-EWS,No,527
3078,166954,4204040029,Female,OBC-(NCL) As Per Central List,No,527
3079,166984,4201070492,Female,General,No,527
3080,166994,4207020421,Female,OBC-(NCL) As Per Central List,No,527
3081,167004,4208020442,Male,OBC-(NCL) As Per Central List,No,527
3082,167014,4201041051,Female,General,No,527
3083,167023,4201340256,Male,General,No,527
3084,167063,4224040136,Male,Gen-EWS,No,527
3085,167076,4208020987,Male,OBC-(NCL) As Per Central List,No,527
3086,167086,4201070641,Female,OBC-(NCL) As Per Central List,No,527
3087,167092,4219050345,Female,OBC-(NCL) As Per Central List,No,527
3088,167094,4208040074,Female,General,No,527
3089,167104,4202040291,Male,Gen-EWS,No,527
3090,167110,4220050090,Female,Gen-EWS,No,527
3091,167141,4209010529,Female,OBC-(NCL) As Per Central List,No,527
3092,167164,4219050043,Female,OBC-(NCL) As Per Central List,No,527
3093,167194,4205050003,Female,OBC-(NCL) As Per Central List,No,527
3094,167221,4201060029,Female,General,No,527
3095,167274,4219090249,Female,OBC-(NCL) As Per Central List,No,527
3096,167286,4205050212,Female,OBC-(NCL) As Per Central List,No,527
3097,167287,1219020568,Female,General,No,527
3098,167314,4201240145,Female,OBC-(NCL) As Per Central List,No,527
3099,167349,4213020036,Female,Gen-EWS,No,527
3100,167353,4208020650,Female,General,No,527
3101,167363,4221010445,Female,OBC-(NCL) As Per Central List,No,527
3102,167413,4219100167,Female,Gen-EWS,No,527
3103,167414,4201340222,Male,General,No,527
3104,167471,4219020362,Female,OBC-(NCL) As Per Central List,No,527
3105,167494,4221100195,Male,General,No,527
3106,167496,4201300359,Female,General,No,527
3107,167641,4209020201,Female,ST,No,527
3108,167725,4208020037,Male,General,No,527
3109,167781,4203010199,Male,OBC-(NCL) As Per Central List,No,527
3110,167791,4201040666,Female,General,No,527
3111,168178,4204030332,Male,SC,No,526
3112,168183,4201190120,Male,OBC-(NCL) As Per Central List,No,526
3113,168200,4201100580,Female,OBC-(NCL) As Per Central List,No,526
3114,168202,4201370272,Female,General,No,526
3115,168239,4201290416,Male,OBC-(NCL) As Per Central List,No,526
3116,168277,4201430180,Female,OBC-(NCL) As Per Central List,No,526
3117,168278,4203040131,Female,OBC-(NCL) As Per Central List,No,526
3118,168285,4201150195,Male,General,No,526
3119,168286,4208060270,Female,General,No,526
3120,168287,4217010148,Female,OBC-(NCL) As Per Central List,No,526
3121,168299,4214020023,Female,OBC-(NCL) As Per Central List,No,526
3122,168320,4207040341,Female,OBC-(NCL) As Per Central List,No,526
3123,168330,4201370458,Female,OBC-(NCL) As Per Central List,No,526
3124,168351,4208010031,Female,General,No,526
3125,168383,4206060117,Female,OBC-(NCL) As Per Central List,No,526
3126,168393,4206040056,Female,Gen-EWS,No,526
3127,168446,4219010187,Male,OBC-(NCL) As Per Central List,No,526
3128,168455,4207030136,Male,OBC-(NCL) As Per Central List,No,526
3129,168477,4201410368,Female,Gen-EWS,No,526
3130,168493,4201020091,Female,General,No,526
3131,168543,4204010155,Female,OBC-(NCL) As Per Central List,No,526
3132,168546,4203030144,Male,Gen-EWS,No,526
3133,168571,4207060041,Male,SC,No,526
3134,168575,4213020074,Female,OBC-(NCL) As Per Central List,No,526
3135,168577,4207060271,Male,Gen-EWS,No,526
3136,168581,4201380016,Male,General,No,526
3137,168610,4215010332,Male,OBC-(NCL) As Per Central List,No,526
3138,168615,4201060536,Female,General,No,526
3139,168645,4219080232,Male,OBC-(NCL) As Per Central List,No,526
3140,168714,4207020034,Male,General,No,526
3141,168725,4201280547,Male,OBC-(NCL) As Per Central List,No,526
3142,168822,4207010213,Female,OBC-(NCL) As Per Central List,No,526
3143,168878,4204040381,Female,OBC-(NCL) As Per Central List,No,526
3144,168905,4201320473,Female,OBC-(NCL) As Per Central List,No,526
3145,168906,4201100197,Male,General,No,526
3146,168942,4201031190,Female,General,No,526
3147,168971,4219050054,Male,OBC-(NCL) As Per Central List,No,526
3148,169002,4201070708,Female,Gen-EWS,No,526
3149,169011,1205060349,Male,Gen-EWS,No,526
3150,169019,4202010140,Female,OBC-(NCL) As Per Central List,No,526
3151,169477,4222010028,Female,Gen-EWS,No,525
3152,169483,4221100191,Female,OBC-(NCL) As Per Central List,No,525
3153,169502,4221030211,Female,SC,No,525
3154,169506,4219040347,Male,Gen-EWS,No,525
3155,169541,4217020197,Female,OBC-(NCL) As Per Central List,No,525
3156,169554,4216010304,Male,OBC-(NCL) As Per Central List,No,525
3157,169558,4206030134,Female,General,No,525
3158,169564,4201080621,Female,OBC-(NCL) As Per Central List,No,525
3159,169597,4208080115,Female,OBC-(NCL) As Per Central List,No,525
3160,169602,4219080181,Male,OBC-(NCL) As Per Central List,No,525
3161,169605,4201360122,Female,General,No,525
3162,169694,4201220270,Female,ST,No,525
3163,169701,4202030245,Male,ST,No,525
3164,169719,4208080302,Female,SC,No,525
3165,169723,4208030609,Male,Gen-EWS,No,525
3166,169724,4201460141,Female,Gen-EWS,No,525
